hotel_id,starRating,city,free_wifi,pool_access,free_breakfast
4c8b987a7525fc99085a42a24f14c232,0.0,bali,YES,NO,NO
2de4786b679184e0536ed22690e19bf3,0.0,bali,YES,NO,NO
37369df6c84bb98dfaeee28b27a6276a,0.0,bali,YES,NO,NO
7672d8e7b9a432c9e084430042f76073,0.0,bali,YES,NO,NO
47470857a73f1791609fe3d293260198,0.0,bali,YES,NO,NO
7eb75c86cbc225b07f875e4e07dbf7f0,0.0,bali,YES,NO,NO
93b7c54076f626d20180a341cf3cab4e,0.0,bali,YES,NO,NO
d12e9c87c7d0334fb0ef59accf278e66,0.0,bali,YES,NO,NO
2e764f5af5d7829d1b1fc5483bb48e37,0.0,bali,YES,NO,NO
3c1349e671b383fb8d712870b5e94826,0.0,bali,YES,NO,NO
b88d115eb46035fab73e65a3aec99e6d,0.0,bali,YES,NO,NO
0644d5d557f5aca11ffa9271791e6711,0.0,bali,YES,NO,NO
eaf3982088569977d0acb8042b3113f3,0.0,bali,YES,NO,NO
0ebecdc93c17fd2697876da6bff3649f,0.0,bali,YES,NO,NO
500c330545c453650996896a1816ea33,0.0,bali,YES,NO,NO
2bfea568335f0408a4eaa80c898d39aa,0.0,bali,YES,NO,NO
7bddab9df4ad39690ab90b55842131b5,0.0,bali,YES,NO,NO
a115a94a32fbd473e83052a56c97b969,0.0,bali,YES,NO,NO
53d2f6fe6e7c94c0be888dae0f5bb028,0.0,bali,YES,NO,NO
36dbf97d3b4ec23ab672de958519971e,0.0,bali,YES,NO,NO
90abb423548991314e3dad913b8c6efa,0.0,bali,YES,NO,NO
ab84fd4ed380536360949738fc061baa,0.0,bali,YES,NO,NO
63fb90be26c03c03774e2429d60f7bf5,0.0,bali,YES,NO,NO
117253e7ef72cf03d6579665fd18fca1,0.0,bali,YES,NO,NO
586e96ee3b76e032c5ee4e6fd0168672,0.0,bali,YES,NO,NO
99eee64a8125fc8db60051b3f447d5a7,0.0,bali,YES,NO,NO
5aa6ab004c2f2ddab80b9cf40465438c,0.0,bali,YES,NO,NO
4cb6edcb02009d7bc2ea776ae287142f,0.0,bali,YES,NO,NO
aba68b8294a2791008b563f2dc324894,0.0,bali,YES,NO,NO
37f747a1499ba54f7ff77dccfff2668e,0.0,bali,YES,NO,NO
f021eb600d5a90b2aa1c17f4d5a3005a,0.0,bali,YES,NO,NO
eeec5478361f8a6603873cb635f1aef2,0.0,bali,YES,NO,NO
4779f3cfceeef88a547e99cc0841ca38,0.0,bali,YES,NO,NO
9d294db752c3a8baf9cb03ea49de09ea,0.0,bali,YES,NO,NO
1e90fb6e51581567de8c16aee2a2b860,0.0,bali,YES,NO,NO
68cd123229c2d7eb285ace1f773c7182,0.0,bali,YES,NO,NO
d78d02bd84722296918b137c9062adeb,0.0,bali,YES,NO,NO
cf8cf00606e136c4059974a1956909c5,0.0,bali,YES,NO,NO
4b3d8d9cf5c1ec00259d289b2c17a806,0.0,bali,YES,NO,NO
47f53a83f5ad49204d786e8cb3b64e7b,0.0,bali,YES,NO,NO
3fda173ebe6b1eb3112baba2a279a2b8,0.0,bali,YES,NO,NO
725736f1aacaf30a7a444198de3ed998,0.0,bali,YES,NO,NO
1426eda66174e2124f3119e792249e98,0.0,bali,YES,NO,NO
02ae9f124a6a6e842f109ca18a2c8d3d,0.0,bali,YES,NO,NO
245063b02213942b1b4f6f5363d93359,0.0,bali,YES,NO,NO
2cb4fb050ecf8f7a1daa3f3b248eaebd,0.0,bali,YES,NO,NO
2941358d99f8972103a62d5e1381db19,0.0,bali,YES,NO,NO
0feca10b5b93d2799eaa852a6e8f2860,0.0,bali,YES,NO,NO
d204a02defaaaccf66842813efb33587,0.0,bali,YES,NO,NO
219a54dd72d33d45fc69afdd067a608f,2.0,bali,YES,NO,NO
b93f55c843bd5b98b06e2423d9c07ac7,2.0,bali,YES,NO,NO
9ee3e29c0494a0c1e5653adc6c975909,2.0,bali,YES,NO,NO
e3ba723c273b8c0604aa38d041805d56,2.0,bali,YES,NO,NO
30e8cd49a1e3c879fc150fd23cdfa060,2.0,bali,YES,NO,NO
82889ed7df7b39046e84ff07b12f66c5,2.0,bali,YES,NO,NO
02898b03634ddcf86d66292399777170,2.0,bali,YES,NO,NO
5fca5a4f3d21c4da61e658d4ec0f44ba,2.0,bali,YES,NO,NO
1c1b5648f6b559c69532aec8d28b510f,2.0,bali,YES,NO,NO
f0e7848656bb3178a0a0c8c6bc07f69d,2.0,bali,YES,NO,NO
e53cf256aa5053817fb2ed79f57737a4,2.0,bali,YES,NO,NO
9fbb39f0ce69e2c42288662765cea1ec,2.0,bali,YES,NO,NO
2b240e6211cfebd58ec2b46e5daf16d6,2.0,bali,YES,NO,NO
1bfdef261cc682ccebf74d9463bac154,2.0,bali,YES,NO,NO
f9878f7acdcc7e0404738f1606eb1d6b,2.0,bali,YES,NO,NO
f5c024eaa9724db6713c06d9e266846b,2.0,bali,YES,NO,NO
018a1529d05ba334fad0f583c845399b,2.0,bali,YES,NO,NO
3cbf4e24c4e5cec69cfc7709d5985673,2.0,bali,YES,NO,NO
ff17978b1707791e59add67177e1d4f1,2.0,bali,YES,NO,NO
a8ddb0f1b5ebe4ccfe211c2810c698a4,2.0,bali,YES,NO,NO
5db17293afc9e85a55805032e24140a2,2.0,bali,YES,NO,NO
e31660813f5d92a13c261483e3220ff6,2.0,bali,YES,NO,NO
fef71409e4e20785869d22c36f9fe30c,2.0,bali,YES,NO,NO
4177413aa48e2e1182f7af06d4842203,2.0,bali,YES,NO,NO
cff00293bc8fb16e7c2538e0803a0c3e,2.0,bali,YES,NO,NO
90118e2790a3ccce73109e9e8c3be389,2.0,bali,YES,NO,NO
2bb8778cf15bcff57d5756eb3dee1fe8,2.0,bali,YES,NO,NO
72f3a8544745ba79fa6346238431df09,2.0,bali,YES,NO,NO
754a7b5f09e63128d07d94f62655ea73,2.0,bali,YES,NO,NO
4cb7e850d796252645f97fc4525f0fdb,2.0,bali,YES,NO,NO
25b221afb9d3472adbe928e1c0930608,2.0,bali,YES,NO,NO
022a3924900ee8173e1d31c261380031,2.0,bali,YES,NO,NO
a2796f79a3d6fa8aa1cffd4e0ab3b361,2.0,bali,YES,NO,NO
c263118d6710559ab598ac37802e7be6,2.0,bali,YES,NO,NO
eb46b00fab68cacecf92cc39bb26d86a,2.0,bali,YES,NO,NO
a5148a5eafe7a246e336f2f32e3eeec8,2.0,bali,YES,NO,NO
f773ec44c27498d81e35c6c65dc54d20,2.0,bali,YES,NO,NO
bb17107117e0b4617c6f84d0f5948afc,2.0,bali,YES,NO,NO
dacc9a98a9e997bc0642c798789a7fdd,2.0,bali,YES,NO,NO
f5c0ccd292142994e897c67efa9876d1,2.0,bali,YES,NO,NO
17557fb28980a5d45286bcb6c2f77dff,2.0,bali,YES,NO,NO
94439ffc09206994f5ca348e8789ef2c,2.0,bali,YES,NO,NO
83860f5e5429cfb456a8b8cbed5e29b3,2.0,bali,YES,NO,NO
245768549030653da582417fa9667e7e,2.0,bali,YES,NO,NO
6042a25091e4b72d17bea19d80853726,2.0,bali,YES,NO,NO
36167cf9cae3951585f4ad9ddfc40da3,2.0,bali,YES,NO,NO
4c48b715e64859d91a25ca47f1b77c5a,2.0,bali,YES,NO,NO
730d3b477791059e93149a326e0c6179,2.0,bali,YES,NO,NO
f8bba94a3e5b4e972db6de805887c59e,2.0,bali,YES,NO,NO
f0408223af08d8dfc126d280f96b7334,2.0,bali,YES,NO,NO
896568c72864bca7d693affb66a85a04,2.0,bali,YES,NO,NO
33318afa6c56e8374637217e3d7f4822,2.0,bali,YES,NO,NO
400a0e17b423a3aae2de80e720020d62,2.0,bali,YES,NO,NO
7a1020dcdb4b584744734e81e75a2325,2.0,bali,YES,NO,NO
6a94e643dfc780aefe9df5df07bd8ed5,2.0,bali,YES,NO,NO
a259098ad264802e4c988429a33bf571,2.0,bali,YES,NO,NO
a78f644763fab3bc5da5a72b6bb93fbf,2.0,bali,YES,NO,NO
8db486aab2e2be5127795ee7812aea82,2.0,bali,YES,NO,NO
2804cf667d08fbcfa7477d5943378f41,2.0,bali,YES,NO,NO
ba10b2f17705c45eee06387a2fdffd96,2.0,bali,YES,NO,NO
1e0a662ebe6bb99135d8489434a703b3,2.0,bali,YES,NO,NO
b319b24255b24e9c7bc4a0b202a2e624,2.0,bali,YES,NO,NO
dcbc02806431424b51de92782c394b70,2.0,bali,YES,NO,NO
16338718a95cd29f079da23c49f82aa1,2.0,bali,YES,NO,NO
bb28dc08435264a38be2e649d93fe283,2.0,bali,YES,NO,NO
9113c018711e3a7c119cb3e92ce553c0,2.0,bali,YES,NO,NO
c521c92ba6e5418550d684711e45ea9b,2.0,bali,YES,NO,NO
744a0f1a9650f662673e5643ccd9ff8c,2.0,bali,YES,NO,NO
332a78c3fd54590e84bd05da818f08cc,2.0,bali,YES,NO,NO
2b7d44a0f7211603f626f36ab0ab7224,2.0,bali,YES,NO,NO
f504e37f0058e2b52611663f937635b2,2.0,bali,YES,NO,NO
397af5ee76a4ead598ecd64399d604c1,2.0,bali,YES,NO,NO
240d0d35f74ec12b519ae301876cd69c,2.0,bali,YES,NO,NO
a52d4f656ef57ad7acf2750a5ede1259,2.0,bali,YES,NO,NO
f45c15c76d3bce96bb7e0ea554cbb855,2.0,bali,YES,NO,NO
4aac5b515a07b7b37951e4e5c290fe48,2.0,bali,YES,NO,NO
795030da2ee7a8d6dd4840f4b595399b,2.0,bali,YES,NO,NO
48bc7a6353469a42f0618bfc51f5d8ca,2.0,bali,YES,NO,NO
42edda5336f3d0863b793ca8764f43d7,2.0,bali,YES,NO,NO
c846a4e15eb09bcb09eed6f521fa8318,2.0,bali,YES,NO,NO
274ecb997fabb2666d8ce4357ea5c743,2.0,bali,YES,NO,NO
36498b080ca3961968d61b8961fbf3cd,2.0,bali,YES,NO,NO
d492a25f3352eb8ef19565d469ddf57c,2.0,bali,YES,NO,NO
b96eb4f0321e0a201b406c663b26f50e,2.0,bali,YES,NO,NO
0cf92ba9672c0f1c462f59a07457b75d,2.0,bali,YES,NO,NO
019eb0e81874cd9113fe47f2167ace90,2.0,bali,YES,NO,NO
4f6dabf8b8978b68d66d9188465610fb,2.0,bali,YES,NO,NO
b21b6e22f506d5bef5a26e41662c56ff,2.0,bali,YES,NO,NO
9867d811be839c1608e05284e480d498,2.0,bali,YES,NO,NO
54414f4657c0f424a34c215051723d6b,2.0,bali,YES,NO,NO
3ef11ddb3c7742309e727f77ea53abfb,2.0,bali,YES,NO,NO
d0357e6ef988644b04ea66e0c05815a4,2.0,bali,YES,NO,NO
06566884faa9a9d929c02be9a2c0e090,2.0,bali,YES,NO,NO
52cabe702fcb3f0d775203707f79c388,2.0,bali,YES,NO,NO
e323d16f2e38e337f450160e66bda617,2.0,bali,YES,NO,NO
d7364d81c59ee9153ed73f365167a836,2.0,bali,YES,NO,NO
abd737387e6b212212f9dcc8fe09d3e6,2.0,bali,YES,NO,NO
987d358af77b87d881c6b321614f9b8e,2.0,bali,YES,NO,NO
c3ceba3acf452666b896ddbacdebe9c0,2.0,bali,YES,NO,NO
06ee9b8387fdf46a4169bf38dc751e61,2.0,bali,YES,NO,NO
61fc5ee2b63544986c42ef369fb82c11,2.0,bali,YES,NO,NO
90650944de28b1ea572993f970c0fe17,2.0,bali,YES,NO,NO
0d1a31500e88f06e76814b711d551c43,2.0,bali,YES,NO,NO
2f724aa9e5dc301550a794dd4a15e654,2.0,bali,YES,NO,NO
23196722c8f47b8956ee1a96d8cc8fc1,2.0,bali,YES,NO,NO
46b2bd651aa2b02bc41497dd64301a57,2.0,bali,YES,NO,NO
9f39e054fc439be524a2fe173041e221,2.0,bali,YES,NO,NO
b37bd3e5764377c6d2665daaaa551dcb,2.0,bali,YES,NO,NO
da7398ce6e6f277ff4833f9d89927349,2.0,bali,YES,NO,NO
2c6c902e2f79662b67da58862610f6bb,2.0,bali,YES,NO,NO
cd2c982119f6e6c80f8243fb95470107,2.0,bali,YES,NO,NO
9e646fa7665ea73908555419734e9378,2.0,bali,YES,NO,NO
3ddef23ec98ea56a04d8e6d76e0e8306,2.0,bali,YES,NO,NO
9e98044dc359a24144744958b237a1fd,2.0,bali,YES,NO,NO
586fcc7cfae13e6d9013e7e382c84a5a,2.0,bali,YES,NO,NO
e39ffdb4b04b42abc5e03910dd822d00,2.0,bali,YES,NO,NO
5eb99450ad9c09c8507c0ebdc2377e8c,2.0,bali,YES,NO,NO
110212774e2246e511c6a2a39e3f8166,2.0,bali,YES,NO,NO
9bd285f1f8035d5448adefd18f9b06e4,2.0,bali,YES,NO,NO
78968c355c1a056323cb91d6411b1325,2.0,bali,YES,NO,NO
f130f5feabd75c7e6177798f9ba8a5ad,2.0,bali,YES,NO,NO
cdabee6fab8400c5a2d41bb14b0199fd,2.0,bali,YES,NO,NO
3e045c9a057ac70683f3059f0931c53a,2.0,bali,YES,NO,NO
dc82cf16bc6f22de14578a7283ddb6bd,2.0,bali,YES,NO,NO
973ea3d68e8802772d1aadf17212f7ba,2.0,bali,YES,NO,NO
de93a4e695d9cc725a6b2cc16380e8e0,2.0,bali,YES,NO,NO
1a830658795accf8d7b0dbe00bfc1dbd,2.0,bali,YES,NO,NO
4140755d5ea86b8beae3f4364598f552,2.0,bali,YES,NO,NO
8a7f82ec466fe29b6e8fe4d5a52cac92,2.0,bali,YES,NO,NO
1738a458a894cb101037754dae037575,2.0,bali,YES,NO,NO
203202414d5c09f89c317f6da1ff9255,2.0,bali,YES,NO,NO
645ea257c72fbe64eecbf018e3604299,2.0,bali,YES,NO,NO
d266e6fb5eb632252ef333be5196c008,2.0,bali,YES,NO,NO
1abd7927ba001aa2ae0fcc883e3df152,2.0,bali,YES,NO,NO
00f18a7c0d658b7a8b986fa13cc9d4cd,2.0,bali,YES,NO,NO
315e9667ca008bb81a048af22654246c,2.0,bali,YES,NO,NO
aae107b90356720e2546c7e7650049da,2.0,bali,YES,NO,NO
503d2d5fb606bbf0ca4052449bfd0051,2.0,bali,YES,NO,NO
55726a8cf4ee8e7f520459ab1a6b3074,2.0,bali,YES,NO,NO
10025627c6c868493f81cf227513275a,2.0,bali,YES,NO,NO
6a6fbc7749055bf2b424db59a6eac735,2.0,bali,YES,NO,NO
5995ad544848180d40d5879e9234cad9,2.0,bali,YES,NO,NO
e9a329cc125b1cbf48e827bf33b2c37e,2.0,bali,YES,NO,NO
a1b5ea09711eeb4cbef9bc29780f4321,2.0,bali,YES,NO,NO
d24933fe61cb7382feb8976c3f942c77,2.0,bali,YES,NO,NO
fcb9f8a459c80f37dc37fee3a6c4110b,2.0,bali,YES,NO,NO
990fa2021c2a5aae2eec42c821881200,2.0,bali,YES,NO,NO
d3d2020b68d1b2e9f97648d50a7da2b4,2.0,bali,YES,NO,NO
abbea092ff3e72327593fa0af167cf0c,2.0,bali,YES,NO,NO
09326441a4eb5f581977d8e10560c940,2.0,bali,YES,NO,NO
08a47deb012159e921b44274d9d71f0f,2.0,bali,YES,NO,NO
5637662ed8b256892722278a26e1adb1,2.0,bali,YES,NO,NO
e5fee82f551e9e2630ea339d1f42e909,2.0,bali,YES,NO,NO
0526def1661383c2932278680c9eaf90,2.0,bali,YES,NO,NO
56311ccbed5fca271cc5335c77ebf907,2.0,bali,YES,NO,NO
f1566e8d0038e04cd8244c00b10cbd13,2.0,bali,YES,NO,NO
ea9fb3cba3a904d972fef425ef97011f,2.0,bali,YES,NO,NO
e3ca811870252a89d1f396a39fabf05b,2.0,bali,YES,NO,NO
1ff27efbbcaabe51e7a29bb76d34267a,2.0,bali,YES,NO,NO
4cb9f1d2b101d3e5c2612975a4edc310,2.0,bali,YES,NO,NO
1e7b77aea26be0cdf010c12e9ad54845,2.0,bali,YES,NO,NO
979ee08e16b88ddef974a0e6449681a9,2.0,bali,YES,NO,NO
4d2e071eae4645046e9a7c26523cbcdb,2.0,bali,YES,NO,NO
89946898a3f3349f408c44f8531faab3,2.0,bali,YES,NO,NO
9d5b47882dcd11df683ebdc3356e4cff,2.0,bali,YES,NO,NO
0abe584f6a1e0f04bdc6c2e6274e0a58,2.0,bali,YES,NO,NO
14a97469dd8fbed35494ff2afad4f904,2.0,bali,YES,NO,NO
e1679f1a9c14c5164ad0c5028ad00684,2.0,bali,YES,NO,NO
5f64d64df41021e1f56d5f6c20bd45f6,2.0,bali,YES,NO,NO
4744c724a9fa3cbe116853eda580c02a,2.0,bali,YES,NO,NO
b89703a78484df05e1c17a37787558d5,2.0,bali,YES,NO,NO
de08e5c194f5c1db02373b51652fe12c,2.0,bali,YES,NO,NO
a97e339f79a388c97a3f2a15df575da4,2.0,bali,YES,NO,NO
ba500c69fd7a48b625f69e87a2adf384,2.0,bali,YES,NO,NO
82777d9f9a525b9d9448bbc050081522,2.0,bali,YES,NO,NO
7c79cfb03670a6469421aeeef6619742,2.0,bali,YES,NO,NO
2ebe2b39c784925cd35e47cf2c84bce6,2.0,bali,YES,NO,NO
2a234ddbc4da5d18621a1518fe396308,2.0,bali,YES,NO,NO
391a4c9f535e38c86500b9a5d89b235e,2.0,bali,YES,NO,NO
419a09230ec8088adcfe6245f3eeee0f,2.0,bali,YES,NO,NO
ee8cd268f608955bc2e60535771250bd,2.0,bali,YES,NO,NO
ad4c19cd0a95473f1d011f07d4100e51,2.0,bali,YES,NO,NO
b44df78160880a92b033b56eec84bf80,2.0,bali,YES,NO,NO
3fb0007dd1cef7dbd048e2a87af27e5e,2.0,bali,YES,NO,NO
1c3a72b7f1b9d4560fb007b443ccf6c4,2.0,bali,YES,NO,NO
04b66e8752100df7a55880ad1b3f5d03,2.0,bali,YES,NO,NO
a868718e493635bf4411287f0857f968,2.0,bali,YES,NO,NO
38b4a6aac2d2865feca47d51e6c36050,2.0,bali,YES,NO,NO
cad7547af290e3b2f0fdccb0a226c7cd,2.0,bali,YES,NO,NO
82121d94c08821ee2906347f0b0d74c7,2.0,bali,YES,NO,NO
9ea31bec3aef1b4beed13822311371d6,2.0,bali,YES,NO,NO
eae22231f9ef43e1cfc4897d131abbc4,2.0,bali,YES,NO,NO
43cdd1b9a6c11e5cf1bb7debf96df9ba,2.0,bali,YES,NO,NO
1ea60f57cf484a38ee57a88e00d5ac8e,2.0,bali,YES,NO,NO
6fe6233626cb48c4c69ec91c39f83707,2.0,bali,YES,NO,NO
63bd5c35af098ac01fa9a59409f84c2c,2.0,bali,YES,NO,NO
3672dc54a8db667f0201a51f5f50ab9e,2.0,bali,YES,NO,NO
b557a4f1b92882f0b449e249e46cafee,2.0,bali,YES,NO,NO
8adc437de315207063a9f1da4a74b8ce,2.0,bali,YES,NO,NO
0f92c0f48a9a9ac4a5d1171dc902d1b1,2.0,bali,YES,NO,NO
eddd41b9ccb56f6542991485f176e9db,2.0,bali,YES,NO,NO
8c3c4d653979ca2808f0a8e0a8863691,2.0,bali,YES,NO,NO
101fd7ba7622cf51f29a4756e3872af2,2.0,bali,YES,NO,NO
01f28515f45ca571c1c51b79b0ba5ba0,2.0,bali,YES,NO,NO
92954972b0c2047b7218a0590667ff96,2.0,bali,YES,NO,NO
b650805bbf059a29ed9dad7682d1051f,2.0,bali,YES,NO,NO
f9180f9790d43b300f8871524bfda5b8,2.0,bali,YES,NO,NO
1cb124358a0d7e5f994c1136294b9e2c,2.0,bali,YES,NO,NO
5c939558c7b122ce3dcf73517a6fbadb,2.0,bali,YES,NO,NO
cbebb69ec1e6257e05ed11d1e29eb9f5,2.0,bali,YES,NO,NO
9a280ab842e8c3621c1136251c9b1448,2.0,bali,YES,NO,NO
eb691066119e4e5cf5b736b4a6982c52,2.0,bali,YES,NO,NO
48175c73d8497111b0014303b13908aa,2.0,bali,YES,NO,NO
f55fd083cf375e11b2f0c3eba1930f8d,2.0,bali,YES,NO,NO
a4f15ce2c6af80430d959bf6e2bde8ca,2.0,bali,YES,NO,NO
66097ad6ca3e81189b4a5f8751b0714d,2.0,bali,YES,NO,NO
f2e45d83018c5b90025dfd6e2c9c7353,2.0,bali,YES,NO,NO
4003dd8f1557d4a4919ff03ace78ad39,2.0,bali,YES,NO,NO
04391e4d34348be7838d5a4bb1cc7bae,2.0,bali,YES,NO,NO
f72812349b816c2a5dd5466ba72cebbb,2.0,bali,YES,NO,NO
9ba1d13c7e9da0dbc6d48cf6fc604300,2.0,bali,YES,NO,NO
9ad09c475df3201cd1c53116877bc506,2.0,bali,YES,NO,NO
658b79a941c3fe25c694b6bfc14da972,2.0,bali,YES,NO,NO
70b1bdae944c28c0851dcff86796024e,2.0,bali,YES,NO,NO
e1c2ca479bf5dd0eaf04b077eea59e41,2.0,bali,YES,NO,NO
4be868c5ba4d97a5b61154df34a9e51e,2.0,bali,YES,NO,NO
602817b0b0d8c3eae6f9b3d72eb5cb45,2.0,bali,YES,NO,NO
636738be382643ddd3463660ba5b585c,2.0,bali,YES,NO,NO
26d0ed9b7365c608795c43d9b53d870a,2.0,bali,YES,NO,NO
312837b657b87ffabdd0b6fe69afb33c,2.0,bali,YES,NO,NO
9c4ce95dd836cc1c7fa27bc4546c4008,2.0,bali,YES,NO,NO
f7c6e5f7a4043a8a4e112852e4e7f078,2.0,bali,YES,NO,NO
5c45bd9ff2eb195f8af1c65af40e4cea,2.0,bali,YES,NO,NO
1ebfac51416f59a4d4b51a13e714cb5a,2.0,bali,YES,NO,NO
d2698b7381419664fb9b1e5a5432e50b,2.0,bali,YES,NO,NO
c1343b667da70a55bf5a466124e8c143,2.0,bali,YES,NO,NO
0cf3a359bbba6756d8d669d4ce6cf8d0,2.0,bali,YES,NO,NO
e972ad06f8985d4730effa03ea18e7fe,2.0,bali,YES,NO,NO
cec9e91f6147383d868c73d5b63d33d2,2.0,bali,YES,NO,NO
40fdbcce029d55b551c70ebdef3d1c2d,2.0,bali,YES,NO,NO
6d6a3dc1ce7f0223dde9a0b1a6556f7c,2.0,bali,YES,NO,NO
f15a2eebe6aef466cf1dbb187b939da9,2.0,bali,YES,NO,NO
96908e51fd3d2111a989409d8ff10654,2.0,bali,YES,NO,NO
31ed63e76bee1bfd4db261910d4be7d1,2.0,bali,YES,NO,NO
7a8e47bf63710acabb626d51dfd6a910,2.0,bali,YES,NO,NO
4561f1f0ad4d13d109c698e800c6c1d5,2.0,bali,YES,NO,NO
b0b82e830a0ea75e601a975d20767984,2.0,bali,YES,NO,NO
3699da2e0780706020c0e37a1072b9c2,2.0,bali,YES,NO,NO
44c292784d901dcd4139d837e148547b,2.0,bali,YES,NO,NO
800fdc913eb719d7e2d0ede59b18d1f4,2.0,bali,YES,NO,NO
36c952d3dcaee715440f6e79075ad769,2.0,bali,YES,NO,NO
3cea2b3b49ce4ee4138264efc3e35b40,2.0,bali,YES,NO,NO
73415efded20a0e9caac3147d1b3ae29,2.0,bali,YES,NO,NO
016cd9dc2ece70278531a47df4b9ac83,2.0,bali,YES,NO,NO
efd0b7d626e216c32e6b3202e418cf45,2.0,bali,YES,NO,NO
f0fac8562d6def487a5be5de31f4af14,2.0,bali,YES,NO,NO
6dfa0a8fb103181767ed78340a282b92,2.0,bali,YES,NO,NO
f8842d9a2ac6d8ee1ba5b937cdf43e60,2.0,bali,YES,NO,NO
3915fd8d96d309d1cfdf74e1a0f74092,2.0,bali,YES,NO,NO
579a057c988ad7a00b4ab045678e9a2a,2.0,bali,YES,NO,NO
9228f2abc47ba7ee4ee54db5deb72190,2.0,bali,YES,NO,NO
d7a7bfc90fe7124d6a76d4df67ffbf54,2.0,bali,YES,NO,NO
5ab2f1d07da9fbeafd838d9716a07d5e,2.0,bali,YES,NO,NO
d76c8b7d25bfbbf94f25131e6a65e374,2.0,bali,YES,NO,NO
fc82c6f9bd2d2884e4985f9856aba3b8,2.0,bali,YES,NO,NO
882a5c2c985d2d4129372b57c6b32879,2.0,bali,YES,NO,NO
b68b514728281770e7f363bf0f912a71,2.0,bali,YES,NO,NO
da7df4881fba42d5b69f7c6054e5578b,2.0,bali,YES,NO,NO
c3a602662cb95d01e927a244ca81d591,2.0,bali,YES,NO,NO
a0e66d9cf3ec34bc833a230a59608d60,2.0,bali,YES,NO,NO
6c87309d3a35d936a674bcca4efc8606,2.0,bali,YES,NO,NO
8f16960d8e11503af614b0f5c4e886ce,2.0,bali,YES,NO,NO
e7bbc7fb5acb121e17d638bbfedeb26a,2.0,bali,YES,NO,NO
20ec041e92ae6879b00088361ac0e931,2.0,bali,YES,NO,NO
b058cb29f87daadd4118bbbc592ee3f2,2.0,bali,YES,NO,NO
0ea9563d6a4539f757d2786d8fff55ce,2.0,bali,YES,NO,NO
99d2b3c26a093fed822fe35c28ec3748,2.0,bali,YES,NO,NO
a9fe9620c71ae2de12cddc6f4c7d6337,2.0,bali,YES,NO,NO
e79b120f3ce2fc3dc40593b1d714792b,2.0,bali,YES,NO,NO
d4aa552938135d64741f0af907fd16e8,2.0,bali,YES,NO,NO
6988b887e6775049552bdf0d2ecd1a19,2.0,bali,YES,NO,NO
7dd75be49db2f03e6c95c47ddc64417e,2.0,bali,YES,NO,NO
